id,title,category,subcategory,content_en,content_hi,content_hng,content_bn,tags,favorite,usageCount,createdAt,updatedAt
resp-042,Courier Handoff Confirmed,Orders & Delivery,Dispatch & Tracking,"Hi {customer_name}, order #{order_id} has been handed over to {courier_name}. They'll update tracking within a few hours. Expected delivery: {delivery_date}.",ऑर्डर #{order_id} {courier_name} को सौंप दिया गया। कुछ घंटों में ट्रैकिंग अपडेट होगा। अनुमानित डिलीवरी: {delivery_date}।,Order #{order_id} {courier_name} ko de diya. Tracking kuch ghanto mein update hoga. Delivery: {delivery_date}.,অর্ডার #{order_id} {courier_name}-কে দেওয়া হয়েছে।,tracking|courier|dispatch,false,188,2024-07-21T12:00:00Z,2024-07-23T12:00:00Z
resp-043,Local Delivery Tracking,Orders & Delivery,Dispatch & Tracking,"Hi {customer_name}, your order #{order_id} is being delivered by our own delivery fleet. Track the agent live here: {tracking_link}. ETA: {delivery_time}.",ऑर्डर #{order_id} हमारी अपनी डिलीवरी टीम ले जा रही है। एजेंट को लाइव ट्रैक करें: {tracking_link}। ETA: {delivery_time}।,Order #{order_id} humari delivery team le ja rahi hai. Live track: {tracking_link}. ETA: {delivery_time}.,অর্ডার #{order_id} আমাদের ডেলিভারি টিম নিয়ে যাচ্ছে।,tracking|local|delivery,false,172,2024-09-02T12:00:00Z,2024-09-05T12:00:00Z
resp-044,Out for Delivery Confirmation,Orders & Delivery,Out for Delivery,"Hi {customer_name}, your order #{order_id} is out for delivery and will reach you by {delivery_time}. Please ensure someone is available to receive it.","नमस्ते {customer_name}, ऑर्डर #{order_id} डिलीवरी के लिए निकल गया, {delivery_time} तक पहुँगा। कृपया कोई घर पर उपस्थित रहे।","Order #{order_id} delivery ke liye nikal gaya, {delivery_time} tak pahunchega. Koi ghar pe ho.","অর্ডার #{order_id} ডেলিভারির জন্য বেরিয়েছে, {delivery_time}-এ পৌঁছাবে। কেউ বাড়িতে থাকুন।",delivery|out|confirmation,false,231,2024-08-21T12:00:00Z,2024-08-26T12:00:00Z
resp-045,Delivery Attempt Failed,Orders & Delivery,Out for Delivery,"Hi {customer_name}, we attempted to deliver your order #{order_id} but couldn't reach you. The agent will retry tomorrow between {retry_window}. Please ensure availability or share an alternate address.",ऑर्डर #{order_id} डिलीवर करने की कोशिश की लेकिन आपसे संपर्क नहीं हो सका। कल {retry_window} के बीच फिर कोशिश करेंगे। कृपया उपलब्ध रहें।,Order #{order_id} deliver nahi ho saka. Kal {retry_window} mein retry karenge. Available raho ya alternate address do.,অর্ডার #{order_id} ডেলিভারি করতে পারিনি। কাল আবার চেষ্টা করব।,delivery|failed|attempt,false,41,2024-08-17T12:00:00Z,2024-08-19T12:00:00Z
resp-046,Delivery Reschedule,Orders & Delivery,Out for Delivery,"Hi {customer_name}, please share a convenient time slot for delivery of order #{order_id}. Available slots: {slot_options}. We'll reschedule right away.","नमस्ते {customer_name}, ऑर्डर #{order_id} की डिलीवरी के लिए सुविधाजनक समय बताएँ। स्लॉट: {slot_options}। तुरंत रीशेड्यूल करेंगे।",Order #{order_id} delivery ke liye convenient time do. Slots: {slot_options}. Reschedule karenge.,অর্ডার #{order_id} ডেলিভারির সময় দিন। স্লট: {slot_options}।,delivery|reschedule|slot,false,68,2024-09-07T12:00:00Z,2024-09-12T12:00:00Z
resp-047,Delivery Address Verification,Orders & Delivery,Out for Delivery,"Hi {customer_name}, please confirm your delivery address for order #{order_id}: {address}. If any change is needed, please share the updated address before {cutoff_time}.","नमस्ते {customer_name}, ऑर्डर #{order_id} के लिए पता कन्फर्म करें: {address}। बदलाव के लिए {cutoff_time} से पहले नया पता दें।",Order #{order_id} ka address confirm karein: {address}. Change ke liye {cutoff_time} se pehle naya address dein.,অর্ডার #{order_id}-এর ঠিকানা কনফার্ম করুন: {address}।,delivery|address|verification,false,142,2024-08-11T12:00:00Z,2024-08-13T12:00:00Z
resp-048,Delay Apology - General,Orders & Delivery,Delay Apology,"Hi {customer_name}, I'm sorry your order #{order_id} is delayed by {delay_days} days due to {delay_reason}. We're working to dispatch it ASAP. New ETA: {new_eta}.","नमस्ते {customer_name}, ऑर्डर #{order_id} {delay_reason} के कारण {delay_days} दिन देरी से आ रहा है। जल्दी डिस्पैच कर रहे हैं। नया ETA: {new_eta}।","Hi {customer_name}, order #{order_id} {delay_days} din late ho raha hai, reason: {delay_reason}. Jaldi dispatch karenge. Naya ETA: {new_eta}.","নমস্কার {customer_name}, অর্ডার #{order_id} {delay_days} দিন দেরি হচ্ছে। নতুন ETA: {new_eta}।",delay|apology|order,true,349,2024-07-30T12:00:00Z,2024-08-02T12:00:00Z
resp-049,Delay Apology - Weather,Orders & Delivery,Delay Apology,"Hi {customer_name}, severe weather at our dispatch hub has delayed your order #{order_id} by {delay_days} days. We're monitoring closely and will expedite shipping once conditions improve. New ETA: {new_eta}.","नमस्ते {customer_name}, डिस्पैच हब पर खराब मौसम के कारण ऑर्डर #{order_id} {delay_days} दिन देरी से आ रहा है। नया ETA: {new_eta}।","Order #{order_id} {delay_days} din late, weather reason. Naya ETA: {new_eta}.",খারাপ আবহাওয়ার কারণে অর্ডার #{order_id} {delay_days} দিন দেরি হচ্ছে।,delay|weather|apology,false,154,2024-07-20T12:00:00Z,2024-07-23T12:00:00Z
resp-050,Delay Apology - Stock,Orders & Delivery,Delay Apology,"Hi {customer_name}, one item in your order #{order_id} is unexpectedly out of stock. We can ship the rest now and the remaining item later, or wait — please let us know your preference.","नमस्ते {customer_name}, ऑर्डर #{order_id} में एक आइटम अचानक स्टॉक से बाहर है। बाकी अभी और बाकी बाद में भेजें, या रुकें — बताएँ।","Order #{order_id} mein ek item out of stock hai. Baaki abhi, baad mein, ya wait — bataiye.","অর্ডার #{order_id}-এ একটি আইটেম স্টক নেই। বাকিগুলো এখন, বা অপেক্ষা — জানান।",delay|stock|apology,false,61,2024-08-23T12:00:00Z,2024-08-24T12:00:00Z
resp-051,Delay Apology with Compensation,Orders & Delivery,Delay Apology,"Hi {customer_name}, I'm sorry for the delay on order #{order_id}. As a goodwill gesture, I've added ₹{compensation_amount} to your wallet, usable on your next order. New ETA: {new_eta}.","नमस्ते {customer_name}, ऑर्डर #{order_id} में देरी के लिए क्षमा। संकेत स्वरूप ₹{compensation_amount} वॉलेट में जोड़ दिए, अगले ऑर्डर पर उपयोग करें। नया ETA: {new_eta}।","Sorry for delay on order #{order_id}. Wallet mein ₹{compensation_amount} add kiya, next order pe use karo. Naya ETA: {new_eta}.",অর্ডার #{order_id} দেরির জন্য ক্ষমা। ওয়ালেটে ₹{compensation_amount} যোগ করেছি।,delay|compensation|apology,true,302,2024-08-14T12:00:00Z,2024-08-14T12:00:00Z
resp-052,COD Ready Reminder,Orders & Delivery,Cash on Delivery,"Hi {customer_name}, your COD order #{order_id} is out for delivery. Please keep ₹{amount} in exact change ready for the delivery agent arriving between {delivery_window}.","नमस्ते {customer_name}, COD ऑर्डर #{order_id} डिलीवरी के लिए निकल गया। एजेंट के लिए ₹{amount} एग्ज़ैक्ट चेंज तैयार रखें, समय: {delivery_window}।","COD order #{order_id} out for delivery. ₹{amount} exact change ready rakho, time: {delivery_window}.",COD অর্ডার #{order_id} ডেলিভারির জন্য বেরিয়েছে। ₹{amount} প্রস্তুত রাখুন।,cod|ready|delivery,false,17,2024-07-29T12:00:00Z,2024-07-29T12:00:00Z
resp-053,COD Verification Call,Orders & Delivery,Cash on Delivery,"Hi {customer_name}, we're calling to confirm your COD order #{order_id} of ₹{amount}. Please confirm so we can dispatch. If unreachable, the order may be auto-cancelled.","नमस्ते {customer_name}, COD ऑर्डर #{order_id} (₹{amount}) कन्फर्म करने के लिए कॉल कर रहे हैं। कन्फर्म करें ताकि डिस्पैच कर सकें।",COD order #{order_id} (₹{amount}) confirm karne ke liye call kar rahe hain. Confirm karo.,COD অর্ডার #{order_id} (₹{amount}) কনফার্ম করুন।,cod|verification|call,false,165,2024-09-06T12:00:00Z,2024-09-07T12:00:00Z
resp-054,COD Payment Received,Orders & Delivery,Cash on Delivery,"Hi {customer_name}, we've received ₹{amount} for COD order #{order_id} from the delivery agent. Thank you for shopping with {store_name}!","नमस्ते {customer_name}, COD ऑर्डर #{order_id} के लिए ₹{amount} डिलीवरी एजेंट से मिल गए। {store_name} से खरीदने के लिए धन्यवाद!",COD order #{order_id} ke liye ₹{amount} mil gaye. {store_name} se khareedne ke liye dhanyawad!,COD অর্ডার #{order_id}-এর ₹{amount} পেয়েছি। ধন্যবাদ!,cod|payment|received,false,179,2024-07-27T12:00:00Z,2024-07-30T12:00:00Z
resp-055,COD Refused by Customer,Orders & Delivery,Cash on Delivery,"Hi {customer_name}, our records show that order #{order_id} was refused at delivery. Could you share what went wrong? We'd love to make this right for you.","नमस्ते {customer_name}, ऑर्डर #{order_id} डिलीवरी पर अस्वीकृत कर दिया गया। क्या बात गलत हुई? हमें बताएँ, ठीक करना चाहेंगे।","Order #{order_id} delivery pe refuse ho gaya. Kya galat hua? Batao, theek karna chahte hain.",অর্ডার #{order_id} ডেলিভারিতে অস্বীকৃত। কী ভুল হলো জানান।,cod|refused|followup,false,21,2024-08-08T12:00:00Z,2024-08-11T12:00:00Z
resp-056,Stock Available,Products & Inventory,Stock Inquiry,"Hi {customer_name}, good news — {product_name} is in stock! Price: ₹{price}. We have {stock_count} units available. Would you like to place an order now?","नमस्ते {customer_name}, अच्छी खबर — {product_name} स्टॉक में है! कीमत: ₹{price}। {stock_count} यूनिट उपलब्ध। ऑर्डर करें?","Hi {customer_name}, {product_name} stock mein hai! Price: ₹{price}. {stock_count} units available. Order karein?","নমস্কার {customer_name}, {product_name} স্টকে আছে! মূল্য: ₹{price}।",stock|available|inquiry,false,157,2024-08-22T12:00:00Z,2024-08-25T12:00:00Z
resp-057,Stock Low Alert,Products & Inventory,Stock Inquiry,"Hi {customer_name}, {product_name} is running low — only {stock_count} units left! Grab yours before it's gone. Price: ₹{price}.","नमस्ते {customer_name}, {product_name} लुप्त हो रहा है — सिर्फ़ {stock_count} यूनिट बचे! खत्म होने से पहले ले लें। कीमत: ₹{price}।",{product_name} low stock — only {stock_count} units! Le lo before gone. Price: ₹{price}.,{product_name} কম স্টক — শুধু {stock_count} ইউনিট বাকি!,stock|low|alert,true,178,2024-08-13T12:00:00Z,2024-08-17T12:00:00Z
resp-058,Stock Replenishment Notice,Products & Inventory,Stock Inquiry,"Hi {customer_name}, {product_name} is currently out of stock but we expect a fresh batch by {restock_date}. Shall I notify you when it's back, or pre-book it for you?","नमस्ते {customer_name}, {product_name} अभी स्टॉक से बाहर है, लेकिन {restock_date} तक नया बैच आ जाएगा। वापस आने पर सूचित करूँ या प्री-बुक करूँ?","{product_name} abhi out of stock hai, par {restock_date} tak fresh batch aayega. Notify karu ya pre-book karu?","{product_name} এখন স্টক নেই, {restock_date}-এ নতুন ব্যাচ আসবে।",stock|replenishment|notice,false,246,2024-07-22T12:00:00Z,2024-07-22T12:00:00Z
resp-059,Stock Variant Inquiry,Products & Inventory,Stock Inquiry,"Hi {customer_name}, here's the stock availability for {product_name} variants:
{variant_list}
Let me know which one you'd like to order.","नमस्ते {customer_name}, {product_name} वेरिएंट का स्टॉक:
{variant_list}
जो चाहिए बताएँ।","{product_name} variants ka stock:
{variant_list}
Jo chahiye batao.","{product_name} ভ্যারিয়েন্ট স্টক:
{variant_list}",stock|variant|inquiry,false,189,2024-08-03T12:00:00Z,2024-08-03T12:00:00Z
resp-060,Bulk Stock Quote,Products & Inventory,Stock Inquiry,"Hi {customer_name}, for bulk orders of {product_name} ({quantity} units), we can offer ₹{bulk_price}/unit. Estimated dispatch: {dispatch_time}. Shall I hold this quote for 48 hours?","नमस्ते {customer_name}, {product_name} के बल्क ऑर्डर ({quantity} यूनिट) के लिए ₹{bulk_price}/यूनिट दे सकते हैं। डिस्पैच: {dispatch_time}। 48 घंटे के लिए रखूँ?",{product_name} bulk ({quantity} units) ke liye ₹{bulk_price}/unit. Dispatch: {dispatch_time}. 48 ghante hold karu?,{product_name} বাল্ক ({quantity} ইউনিট) মূল্য ₹{bulk_price}/ইউনিট।,stock|bulk|quote,false,231,2024-08-03T12:00:00Z,2024-08-07T12:00:00Z
resp-061,Product Specs,Products & Inventory,Product Info,"Hi {customer_name}, here are the specifications for {product_name}:
• {spec_1}
• {spec_2}
• {spec_3}
Price: ₹{price}. Any other questions?","नमस्ते {customer_name}, {product_name} के विशेषताएँ:
• {spec_1}
• {spec_2}
• {spec_3}
कीमत: ₹{price}। और कुछ पूछें?","{product_name} specs:
• {spec_1}
• {spec_2}
• {spec_3}
Price: ₹{price}.","{product_name} স্পেকস:
• {spec_1}
• {spec_2}
মূল্য: ₹price}।",product|specs|info,false,73,2024-07-29T12:00:00Z,2024-08-03T12:00:00Z
resp-062,Product Pricing,Products & Inventory,Product Info,"Hi {customer_name}, {product_name} is priced at ₹{price}. We offer quantity discounts: 5+ units get 5% off, 10+ units get 10% off. Cash on Delivery is available.","नमस्ते {customer_name}, {product_name} की कीमत ₹{price} है। 5+ पर 5%, 10+ पर 10% छूट। COD भी उपलब्ध।","{product_name} price ₹{price}. 5+ par 5%, 10+ par 10% off. COD bhi available.","{product_name} মূল্য ₹{price}। 5+ এ 5%, 10+ এ 10% ছাড়।",product|pricing|info,false,33,2024-08-25T12:00:00Z,2024-08-27T12:00:00Z
resp-063,Product Care Instructions,Products & Inventory,Product Info,"Hi {customer_name}, to keep your {product_name} looking new:
• {care_tip_1}
• {care_tip_2}
• {care_tip_3}
Let us know if you have any questions.","नमस्ते {customer_name}, {product_name} को नया रखने के लिए:
• {care_tip_1}
• {care_tip_2}
• {care_tip_3}","{product_name} ko naya rakhne ke liye:
• {care_tip_1}
• {care_tip_2}
• {care_tip_3}","{product_name} নতুন রাখতে:
• {care_tip_1}
• {care_tip_2}",product|care|info,false,45,2024-08-19T12:00:00Z,2024-08-22T12:00:00Z
resp-064,Product Sizing Guide,Products & Inventory,Product Info,"Hi {customer_name}, here's the sizing guide for {product_name}:
{size_chart}
If you're between sizes, we recommend going up. Free exchange within 7 days if it doesn't fit.","नमस्ते {customer_name}, {product_name} की साइज़ गाइड:
{size_chart}
साइज़ के बीच हो तो बड़ा चुनें। 7 दिन में मुफ़्त एक्सचेंज।","{product_name} size guide:
{size_chart}
Between size ho toh bada chunein. 7 din free exchange.","{product_name} সাইজ গাইড:
{size_chart}",product|sizing|guide,false,249,2024-09-15T12:00:00Z,2024-09-15T12:00:00Z
resp-065,Product Comparison,Products & Inventory,Product Info,"Hi {customer_name}, here's a quick comparison of {product_a} vs {product_b}:
• Price: ₹{price_a} vs ₹{price_b}
• {compare_point_1}
• {compare_point_2}
Let me know which fits your need.","नमस्ते {customer_name}, {product_a} vs {product_b} तुलना:
• कीमत: ₹{price_a} vs ₹{price_b}
• {compare_point_1}
• {compare_point_2}
कौन सा चाहिए?","{product_a} vs {product_b}:
• Price: ₹{price_a} vs ₹{price_b}
• {compare_point_1}
Kaun sa chahiye?","{product_a} vs {product_b} তুলনা:
• মূল্য: ₹{price_a} vs ₹{price_b}",product|comparison|info,false,189,2024-07-21T12:00:00Z,2024-07-23T12:00:00Z
resp-066,Product Warranty Info,Products & Inventory,Product Info,"Hi {customer_name}, {product_name} comes with a {warranty_period} warranty covering manufacturing defects. Wear and tear isn't covered. Keep your invoice for claims.","नमस्ते {customer_name}, {product_name} को {warranty_period} वारंटी मिलती है, जो निर्माण दोष कवर करती है। इनवॉइस सुरक्षित रखें।","{product_name} ko {warranty_period} warranty, manufacturing defects cover. Invoice safe rakho.",{product_name} {warranty_period} ওয়ারেন্টি। ইনভয়েস সংরক্ষণ করুন।,product|warranty|info,false,200,2024-08-14T12:00:00Z,2024-08-15T12:00:00Z
resp-067,Variant Options,Products & Inventory,Variants & Add-ons,"Hi {customer_name}, {product_name} is available in {variant_count} variants:
{variant_list}
Would you like to order a specific one?","नमस्ते {customer_name}, {product_name} {variant_count} वेरिएंट में उपलब्ध:
{variant_list}
कोई खास ऑर्डर करें?","{product_name} {variant_count} variants mein:
{variant_list}
Koi khaas order?","{product_name} {variant_count} ভ্যারিয়েন্টে:
{variant_list}",variant|options|info,false,238,2024-08-14T12:00:00Z,2024-08-14T12:00:00Z
resp-068,Add-on Suggestion,Products & Inventory,Variants & Add-ons,"Hi {customer_name}, many customers buying {product_name} also pick up {addon_name} (₹{addon_price}). Want to add it to your order before checkout?","नमस्ते {customer_name}, {product_name} के साथ {addon_name} (₹{addon_price}) भी लेने वाले खरीदार। ऑर्डर में जोड़ना चाहें?",{product_name} ke saath {addon_name} (₹{addon_price}) bhi lete hain. Add karein?,{product_name}-এর সাথে {addon_name} (₹{addon_price}) নিন।,addon|suggestion|upsell,false,165,2024-07-22T12:00:00Z,2024-07-24T12:00:00Z
resp-069,Custom Variant Available,Products & Inventory,Variants & Add-ons,"Hi {customer_name}, we can customize {product_name} in {custom_options}. Lead time: {lead_time}. Custom orders are non-returnable. Shall I share a quote?","नमस्ते {customer_name}, {product_name} को {custom_options} में कस्टमाइज़ कर सकते हैं। समय: {lead_time}। कस्टम ऑर्डर वापसी योग्य नहीं। बताएँ?",{product_name} ko {custom_options} mein customize kar sakte hain. Time: {lead_time}. Quote doon?,{product_name} {custom_options}-এ কাস্টমাইজ করতে পারি।,variant|custom|info,false,168,2024-07-24T12:00:00Z,2024-07-28T12:00:00Z
resp-070,Bundle Offer,Products & Inventory,Variants & Add-ons,"Hi {customer_name}, we've created a bundle: {product_name} + {bundle_items} for ₹{bundle_price} (save ₹{savings}!). Shall I add it to your cart?","नमस्ते {customer_name}, बंडल: {product_name} + {bundle_items} सिर्फ़ ₹{bundle_price} (₹{savings} बचत!)। कार्ट में जोड़ूँ?",Bundle: {product_name} + {bundle_items} sirf ₹{bundle_price} (₹{savings} bachat!). Cart mein add karu?,বান্ডল: {product_name} + {bundle_items} মাত্র ₹{bundle_price} (₹{savings} সাশ্রয়!)।,variant|bundle|offer,true,151,2024-08-08T12:00:00Z,2024-08-09T12:00:00Z
resp-071,Out of Stock - Notify,Products & Inventory,Out of Stock,"Hi {customer_name}, {product_name} is currently out of stock. We can add you to our priority notify list — you'll get a message the moment it's back. Want me to?","नमस्ते {customer_name}, {product_name} अभी स्टॉक में नहीं है। प्राथमिकता सूचनी सूची में जोड़ सकते हैं — वापस आते ही संदेश मिलेगा। करूँ?",{product_name} abhi out of stock. Notify list mein add karu? Wapas aate hi message milega.,{product_name} এখন স্টক নেই। নোটিফাই লিস্টে যোগ করি?,stock|out|notify,false,200,2024-08-23T12:00:00Z,2024-08-24T12:00:00Z
resp-072,Out of Stock - Alternate,Products & Inventory,Out of Stock,"Hi {customer_name}, {product_name} is out of stock, but I found a similar option: {alternate_name} at ₹{alternate_price}. Want me to share more details or hold your order?","नमस्ते {customer_name}, {product_name} स्टॉक में नहीं, लेकिन एक समान विकल्प मिला: {alternate_name} (₹{alternate_price})। विवरण भेजूँ या ऑर्डर रोकूँ?","{product_name} nahi hai, similar option: {alternate_name} (₹{alternate_price}). Details bheju ya order rodu?","{product_name} স্টক নেই, সমজাতীয়: {alternate_name} (₹{alternate_price})।",stock|out|alternate,false,249,2024-08-12T12:00:00Z,2024-08-16T12:00:00Z
resp-073,Out of Stock - Pre-order,Products & Inventory,Out of Stock,"Hi {customer_name}, {product_name} is available for pre-order. Estimated restock: {restock_date}. Pre-order now at ₹{price} and we'll ship the moment stock arrives.","नमस्ते {customer_name}, {product_name} प्री-ऑर्डर के लिए उपलब्ध। अनुमानित रीस्टॉक: {restock_date}। अभी ₹{price} में प्री-ऑर्डर करें।",{product_name} pre-order ke liye. Restock: {restock_date}. Abhi ₹{price} mein pre-order karo.,{product_name} প্রি-অর্ডার। রিস্টক: {restock_date}।,stock|out|preorder,false,5,2024-07-19T12:00:00Z,2024-07-23T12:00:00Z
resp-074,Customization Quote,Products & Inventory,Customization,"Hi {customer_name}, we can customize {product_name} with your requirements ({custom_specs}). Quote: ₹{quote_amount}. Lead time: {lead_time}. Shall I proceed?","नमस्ते {customer_name}, {product_name} को आपकी ज़रूरत ({custom_specs}) के अनुसार कस्टमाइज़ कर सकते हैं। कोट: ₹{quote_amount}। समय: {lead_time}।",{product_name} ko customize kar sakte hain ({custom_specs}). Quote: ₹{quote_amount}. Time: {lead_time}.,{product_name} কাস্টমাইজ ({custom_specs})। কোট: ₹{quote_amount}।,custom|quote|info,false,130,2024-08-26T12:00:00Z,2024-08-26T12:00:00Z
resp-075,Custom Order Confirmation,Products & Inventory,Customization,"Hi {customer_name}, your custom order for {product_name} ({custom_specs}) is confirmed at ₹{quote_amount}. Lead time: {lead_time}. We'll share progress photos as we go.","नमस्ते {customer_name}, {product_name} कस्टम ऑर्डर ({custom_specs}) ₹{quote_amount} में कन्फर्म। समय: {lead_time}। प्रोग्रेस फोटो शेयर करेंगे।",Custom order {product_name} ({custom_specs}) ₹{quote_amount} confirm. Time: {lead_time}.,কাস্টম অর্ডার {product_name} কনফার্ম। সময়: {lead_time}।,custom|order|confirmation,false,242,2024-09-08T12:00:00Z,2024-09-10T12:00:00Z
resp-076,Custom Design Help,Products & Inventory,Customization,"Hi {customer_name}, I'd love to help with customizing {product_name}. Please share your design references or describe what you have in mind, and I'll get our design team to revert.","नमस्ते {customer_name}, {product_name} को कस्टमाइज़ करने में मदद करूँगा। डिज़ाइन रेफरेंस या विचार शेयर करें, टीम जवाब देगी।",{product_name} customize karne mein madad karunga. Design reference share karo.,{product_name} কাস্টমাইজ করতে সাহায্য করব। ডিজাইন শেয়ার করুন।,custom|design|help,false,217,2024-07-21T12:00:00Z,2024-07-23T12:00:00Z
resp-077,Payment Failed - Retry,Payments & Billing,Payment Failed,"Hi {customer_name}, your payment for order #{order_id} of ₹{amount} didn't go through. Reason: {failure_reason}. Please retry with another payment method: {payment_link}","नमस्ते {customer_name}, ऑर्डर #{order_id} के लिए ₹{amount} पेमेंट नहीं हुआ। कारण: {failure_reason}। दूसरा मेथड आज़माएँ: {payment_link}","Payment ₹{amount} fail ho gaya, reason: {failure_reason}. Doosra method try karein: {payment_link}","পেমেন্ট ₹{amount} ব্যর্থ, কারণ: {failure_reason}। অন্য মাধ্যমে চেষ্টা করুন: {payment_link}",payment|failed|retry,true,79,2024-08-31T12:00:00Z,2024-09-01T12:00:00Z
resp-078,Payment Failed - Bank Decline,Payments & Billing,Payment Failed,"Hi {customer_name}, your bank declined the payment for order #{order_id}. Please check with your bank or try a different card/UPI ID: {payment_link}","नमस्ते {customer_name}, बैंक ने ऑर्डर #{order_id} का पेमेंट अस्वीकार कर दिया। बैंक से जाँचें या दूसरा कार्ड/UPI आज़माएँ: {payment_link}",Bank ne payment decline ki. Bank se check karo ya doosra card/UPI try karo: {payment_link},ব্যাংক পেমেন্ট প্রত্যাখ্যান করেছে। অন্য কার্ড/UPI চেষ্টা করুন।,payment|failed|bank,false,150,2024-07-21T12:00:00Z,2024-07-21T12:00:00Z
resp-079,Payment Failed - Insufficient Funds,Payments & Billing,Payment Failed,"Hi {customer_name}, your payment for order #{order_id} was declined due to insufficient funds. Please top up and retry: {payment_link}","नमस्ते {customer_name}, ऑर्डर #{order_id} का पेमेंट अपर्याप्त राशि के कारण अस्वीकृत। बैलेंस रिचार्ज करके पुनः आज़माएँ: {payment_link}",Payment insufficient funds ki wajah se decline. Balance recharge karke retry karo: {payment_link},পেমেন্ট অপর্যাপ্ত ব্যালেন্সে ব্যর্থ। রিচার্জ করে আবার চেষ্টা করুন।,payment|failed|funds,false,192,2024-09-10T12:00:00Z,2024-09-13T12:00:00Z
resp-080,Payment Failed - Technical,Payments & Billing,Payment Failed,"Hi {customer_name}, a technical issue interrupted your payment for order #{order_id}. Don't worry — your card wasn't charged. Please retry: {payment_link}","नमस्ते {customer_name}, ऑर्डर #{order_id} का पेमेंट तकनीकी समस्या से बाधित। चिंता न करें — कार्ड से पैसे नहीं कटे। पुनः आज़माएँ: {payment_link}",Payment technical issue se fail. Card charge nahi hua. Retry karein: {payment_link},টেকনিক্যাল সমস্যায় পেমেন্ট ব্যর্থ। কার্ড চার্জ হয়নি।,payment|failed|technical,false,22,2024-07-25T12:00:00Z,2024-07-29T12:00:00Z
resp-081,Payment Failed - Follow-up,Payments & Billing,Payment Failed,"Hi {customer_name}, I see your payment for order #{order_id} failed {hours_ago} hours ago. The order is on hold — would you like help completing the payment? Link: {payment_link}","नमस्ते {customer_name}, ऑर्डर #{order_id} का पेमेंट {hours_ago} घंटे पहले असफल था। ऑर्डर होल्ड पर है। पेमेंट पूरा करने में मदद चाहिए? लिंक: {payment_link}",Payment {hours_ago} ghante pehle fail tha. Order hold pe hai. Help chahiye? Link: {payment_link},পেমেন্ট {hours_ago} ঘণ্টা আগে ব্যর্থ। অর্ডার হোল্ডে।,payment|failed|followup,false,37,2024-07-28T12:00:00Z,2024-07-29T12:00:00Z
resp-082,Refund Initiated,Payments & Billing,Refund Status,"Hi {customer_name}, refund of ₹{amount} for order #{order_id} has been initiated. It will reflect in your source account within {refund_days} business days. Reference: {refund_ref}","नमस्ते {customer_name}, ऑर्डर #{order_id} के ₹{amount} रिफंड शुरू हो गया। {refund_days} कार्य दिवसों में खाते में आएगा। रेफरेंस: {refund_ref}",Refund ₹{amount} start ho gaya. {refund_days} working days mein account mein aayega. Ref: {refund_ref},রিফান্ড ₹{amount} শুরু। {refund_days} কর্মদিবসে আসবে।,refund|initiated|status,true,293,2024-08-04T12:00:00Z,2024-08-08T12:00:00Z
resp-083,Refund Processed,Payments & Billing,Refund Status,"Hi {customer_name}, good news! Your refund of ₹{amount} for order #{order_id} has been processed from our end. It should appear in your account in 1-3 business days.","नमस्ते {customer_name}, ऑर्डर #{order_id} के ₹{amount} रिफंड हमारी तरफ से प्रोसेस हो गया। 1-3 दिनों में खाते में आएगा।",Refund ₹{amount} process ho gaya. 1-3 din mein account mein aayega.,রিফান্ড ₹{amount} প্রসেসড। ১-৩ দিনে আসবে।,refund|processed|status,false,72,2024-09-05T12:00:00Z,2024-09-09T12:00:00Z
resp-084,Refund Delayed,Payments & Billing,Refund Status,"Hi {customer_name}, your refund of ₹{amount} for order #{order_id} is taking longer than expected due to bank processing. New ETA: {new_eta}. Reference: {refund_ref}","नमस्ते {customer_name}, ऑर्डर #{order_id} के ₹{amount} रिफंड में बैंक प्रोसेसिंग से ज़्यादा समय लग रहा। नया ETA: {new_eta}। रेफरेंस: {refund_ref}",Refund ₹{amount} bank ki wajah se late ho raha. Naya ETA: {new_eta}.,রিফান্ড ব্যাংকে দেরি হচ্ছে। নতুন ETA: {new_eta}।,refund|delayed|status,false,160,2024-07-22T12:00:00Z,2024-07-25T12:00:00Z
resp-085,Refund to Wallet,Payments & Billing,Refund Status,"Hi {customer_name}, your refund of ₹{amount} for order #{order_id} has been credited to your {store_name} wallet, usable immediately for new orders. Original payment method refund will follow in {refund_days} days.","नमस्ते {customer_name}, ₹{amount} रिफंड आपके {store_name} वॉलेट में आ गया, तुरंत उपयोग कर सकते हैं। मूल पेमेंट मेथड में रिफंड {refund_days} दिनों में आएगा।","Refund ₹{amount} wallet mein aaya, turant use karo. Original method mein {refund_days} din mein aayega.","রিফান্ড ₹{amount} ওয়ালেটে এসেছে, তাৎক্ষণিক ব্যবহার করুন।",refund|wallet|status,false,242,2024-09-02T12:00:00Z,2024-09-06T12:00:00Z
